lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
4,0,110.0,10,10,0,0,1,0,3,1
31,2,84.15,11,11,4,2,2,0,0,1
54,2,198.9,6,9,4,3,2,0,5,1
111,1,96.3,4,26,4,1,0,0,0,1
226,1,92.82,12,31,4,3,2,0,3,0
149,0,80.75,8,29,4,2,2,0,0,0
39,0,66.4,1,24,3,1,2,0,3,1
47,2,81.0,12,24,4,1,0,0,0,1
96,3,100.13,10,24,4,3,1,0,0,1
95,2,72.25,12,5,4,1,0,0,0,1
18,0,174.0,9,15,4,2,0,0,3,0
6,1,154.0,9,9,4,2,2,0,0,0
184,0,101.05,10,4,4,3,0,0,1,0
143,0,114.3,8,13,4,1,1,0,0,0
64,0,91.2,9,5,4,2,1,3,0,0
5,0,69.1,2,8,4,3,1,3,0,1
44,3,85.5,8,28,3,3,2,0,0,1
2,2,0.0,1,27,1,1,0,0,0,1
96,1,118.8,10,7,4,2,1,0,0,0
60,1,62.18,10,9,4,2,0,0,0,1
7,1,127.0,2,13,4,1,0,0,3,1
12,0,161.0,12,10,4,1,0,0,3,1
5,1,139.0,8,29,4,3,1,0,0,1
21,1,99.33,9,29,4,1,0,3,0,1
43,1,104.4,11,1,4,3,0,0,0,0
103,2,61.5,3,3,3,3,0,0,0,1
88,1,90.9,4,26,4,3,0,0,0,0
3,1,201.0,8,1,4,0,1,0,5,1
28,0,108.42,6,14,4,3,0,0,3,0
20,0,164.0,10,2,4,1,2,0,3,1
20,1,110.15,5,29,4,3,2,0,0,1
8,3,149.0,9,15,4,1,0,3,0,1
6,3,135.58,5,29,4,2,2,0,3,1
111,2,105.0,5,29,3,3,2,0,0,1
61,1,94.5,7,23,4,3,2,3,0,1
128,0,114.3,8,8,4,2,1,0,0,0
45,0,143.65,3,28,4,3,1,0,3,0
0,1,0.0,12,11,1,1,0,0,0,1
194,1,76.85,7,9,4,1,2,0,1,1
4,0,103.0,4,10,4,0,2,0,0,1
85,3,149.4,9,8,4,3,0,0,3,1
56,2,105.75,12,30,4,4,1,3,3,1
2,1,119.0,7,24,4,0,1,3,0,1
157,1,132.18,7,27,4,4,0,0,3,0
36,0,144.0,10,6,3,3,0,0,4,1
33,1,186.0,10,10,4,3,1,0,3,0
3,0,150.33,6,12,4,1,2,0,3,1
50,0,65.66,3,5,4,2,2,0,1,0
72,1,120.6,6,22,4,2,0,0,0,1
104,1,108.0,10,17,4,2,1,3,0,0
117,1,123.3,7,29,4,2,0,0,3,1
68,0,132.6,5,21,4,3,2,0,3,0
61,0,78.25,8,28,3,1,2,0,0,1
94,0,95.25,3,25,4,2,1,0,4,1
43,0,95.1,6,26,4,1,2,3,0,0
96,0,138.0,9,28,4,1,1,1,4,0
4,1,121.0,8,2,4,1,0,0,0,1
67,0,80.75,5,30,3,3,1,0,0,1
11,1,65.1,11,14,4,2,1,3,0,1
109,0,100.5,8,5,4,2,1,3,0,0
164,0,100.0,10,2,4,2,0,0,0,0
2,0,94.32,9,17,4,1,1,3,0,1
36,1,140.4,4,29,4,2,0,0,3,1
50,0,131.4,11,11,4,2,0,1,0,0
69,0,149.4,9,17,4,1,0,0,3,0
91,2,118.8,7,16,4,1,2,0,3,1
70,0,121.5,8,31,4,2,0,0,0,0
224,0,86.62,7,24,4,1,2,0,1,0
349,0,96.67,10,4,3,5,1,0,0,1
89,1,63.75,11,17,4,3,0,0,0,1
34,2,153.0,10,7,4,2,2,0,3,1
23,1,99.0,10,30,4,3,2,3,0,0
74,1,107.1,8,9,4,4,0,3,0,1
3,0,153.0,8,13,4,1,0,3,5,1
158,0,96.3,8,29,4,2,1,0,0,0
38,3,77.23,11,2,4,4,0,0,3,1
0,0,80.0,8,5,4,2,0,0,0,1
175,1,130.05,8,2,4,4,0,0,3,0
108,0,137.7,7,24,4,1,2,0,3,0
0,0,65.0,10,12,2,2,1,0,0,1
81,0,80.75,10,16,3,3,2,0,0,1
24,1,77.0,1,15,4,6,2,3,0,1
37,1,113.65,9,28,4,1,0,0,3,1
123,0,162.0,9,20,4,5,1,0,3,0
105,2,129.6,9,7,4,4,0,0,0,1
6,1,167.0,4,15,4,1,0,0,3,1
43,1,108.0,10,3,4,0,1,3,0,0
150,1,118.62,8,28,4,3,2,0,0,1
170,2,114.75,8,10,4,4,1,0,0,0
224,2,121.13,10,29,4,2,2,1,0,0
180,1,112.2,8,10,4,4,2,0,3,0
0,0,67.0,4,1,2,1,0,0,0,1
33,2,197.0,11,7,4,2,1,0,0,1
116,0,60.0,2,28,3,1,2,0,0,0
29,0,88.4,12,19,4,3,1,0,0,1
9,0,75.0,9,20,3,3,2,0,3,1
12,0,75.0,1,15,4,1,0,3,0,1
162,0,96.3,8,27,4,1,0,0,0,0
11,0,77.0,10,19,3,2,1,0,0,1
28,1,103.46,9,27,4,3,0,0,0,0
2,0,89.0,3,30,4,1,0,3,0,1
58,0,108.9,6,20,4,2,1,0,0,1
130,2,90.0,11,25,4,2,0,0,0,1
52,0,67.0,10,13,2,1,0,0,0,1
126,2,125.45,5,15,4,3,2,0,3,1
65,1,149.4,9,9,4,2,0,0,3,1
13,0,75.0,11,21,3,0,1,0,0,1
92,1,89.25,10,6,4,5,0,0,0,1
32,0,63.0,11,11,3,2,0,3,0,1
175,1,90.95,7,15,4,2,2,0,0,1
15,1,116.0,8,31,4,4,0,0,3,1
22,0,133.5,12,1,4,3,2,0,0,1
22,0,0.0,2,2,1,2,0,0,0,1
6,0,95.0,10,27,3,1,0,0,0,1
36,1,77.99,12,22,4,1,0,3,0,1
31,0,88.0,12,2,4,2,0,3,0,0
8,0,65.0,11,5,2,4,2,0,0,1
4,0,98.1,9,26,3,0,1,0,0,0
56,0,135.9,9,10,4,1,2,0,0,0
59,1,88.4,11,28,4,3,1,0,0,1
136,1,122.4,11,22,4,2,0,0,3,0
27,1,107.03,9,24,4,1,0,0,3,1
156,1,115.25,8,14,4,3,2,0,0,0
101,2,80.75,5,17,3,3,0,0,0,1
135,0,55.08,8,19,4,4,0,3,0,0
4,0,67.5,1,16,4,1,1,3,0,1
38,2,88.4,11,27,4,2,2,0,0,1
1,0,125.0,5,31,4,1,0,0,0,1
169,0,62.73,8,22,4,3,1,3,0,0
23,1,133.5,6,17,4,2,2,0,0,1
37,0,76.5,3,11,4,2,2,0,0,0
34,0,89.7,2,24,4,3,0,0,0,0
118,0,107.95,5,1,4,3,2,0,3,1
83,0,93.6,11,20,4,1,2,0,0,0
90,1,135.9,8,4,4,4,2,0,0,0
9,0,157.0,6,8,4,2,0,0,3,1
8,0,58.41,12,3,4,3,1,0,3,1
24,1,127.48,5,31,4,4,0,0,3,1
92,2,117.9,8,26,4,2,1,0,0,1
25,0,152.33,5,14,4,1,2,0,0,0
12,0,75.0,1,15,4,2,2,3,0,1
43,0,75.0,11,8,3,3,0,0,0,1
19,1,64.67,11,14,4,3,1,0,0,1
292,0,109.0,7,21,3,2,0,1,0,0
116,2,172.85,12,24,4,3,2,1,3,1
62,2,167.79,4,24,4,3,2,0,5,1
28,0,79.0,3,18,4,1,0,3,0,0
27,0,94.35,6,12,4,0,2,0,0,0
317,1,106.2,9,1,4,3,0,0,0,0
5,0,65.0,10,5,2,2,0,0,0,1
49,1,107.1,3,27,4,2,2,0,3,1
147,0,90.0,12,5,4,2,1,0,0,0
319,2,113.9,12,29,4,3,1,0,3,0
117,1,85.0,12,13,4,5,0,0,0,0
32,0,85.0,3,11,3,3,2,0,0,1
0,0,99.0,5,29,4,0,1,3,0,1
151,2,126.9,9,4,4,5,2,0,0,0
1,1,130.0,11,16,4,2,0,0,3,1
21,0,91.0,3,7,4,0,1,0,0,0
129,0,112.5,7,6,4,1,0,3,0,0
3,0,139.0,7,8,4,2,0,3,0,0
6,0,68.67,11,24,4,3,2,3,0,1
21,1,68.0,2,25,2,1,0,0,0,1
215,2,96.3,8,8,4,2,1,0,0,1
121,2,58.91,2,15,4,3,1,0,1,1
8,1,64.68,4,8,4,1,0,3,0,1
95,0,132.3,10,20,4,3,0,0,3,0
3,0,95.0,11,10,0,2,0,0,3,1
54,2,148.5,6,17,4,3,2,0,3,1
5,1,129.0,8,26,4,2,0,3,0,1
27,0,65.0,10,12,2,1,0,0,0,1
8,1,77.35,12,26,4,3,2,3,0,1
133,1,84.33,3,11,3,2,1,0,0,1
7,2,169.0,7,11,4,0,1,0,0,1
4,2,127.0,12,31,4,2,0,0,0,1
41,2,142.2,9,1,4,1,0,0,3,1
2,2,89.0,4,5,4,1,0,3,0,1
209,1,72.75,7,2,4,4,2,0,3,1
91,0,140.4,5,13,4,2,1,0,3,0
60,0,145.8,6,8,4,2,0,0,3,0
28,2,207.63,5,20,4,2,1,0,5,1
93,0,150.3,8,22,4,3,1,0,3,0
5,0,106.0,5,4,2,2,0,0,4,1
11,0,80.41,12,25,4,2,1,0,1,1
1,0,89.0,5,24,2,1,0,0,0,1
35,1,145.35,9,18,4,2,0,0,0,1
5,2,0.0,8,24,1,1,0,0,0,1
14,0,65.0,6,15,2,1,0,0,0,1
207,0,113.4,12,30,4,2,1,0,3,1
159,2,85.0,11,22,4,4,0,0,0,1
64,2,119.51,4,1,4,3,2,0,3,1
46,2,122.4,11,2,4,4,0,0,3,1
130,0,110.0,6,6,3,3,1,0,0,1
1,1,105.0,8,11,4,4,0,0,0,1
269,1,80.0,12,29,3,3,2,0,0,1
39,2,174.25,11,7,4,3,1,0,0,1
63,0,121.5,7,23,4,5,2,0,0,0
27,3,101.43,11,11,4,4,2,0,3,1
5,0,95.0,6,14,2,1,0,0,0,0
112,1,117.9,8,16,4,2,0,0,0,1
17,1,113.33,10,1,4,3,0,0,0,1
53,0,67.5,2,24,4,3,0,3,0,0
7,1,140.0,8,22,4,1,1,0,0,0
149,1,138.55,8,9,4,4,0,0,3,1
151,2,217.6,8,19,4,3,2,1,5,0
42,0,131.4,3,22,4,1,0,0,3,1
82,0,143.1,6,14,4,1,0,3,0,0
260,2,100.3,10,7,4,4,2,0,0,0
96,0,166.0,12,31,3,3,2,1,0,1
0,0,130.0,10,29,3,1,0,0,0,1
69,1,114.9,6,21,4,3,0,3,0,1
75,2,135.0,10,14,4,5,2,0,0,0
133,1,127.15,5,24,4,5,1,0,3,1
2,1,138.67,9,12,4,1,2,0,0,1
3,0,136.0,10,18,4,1,2,0,3,1
26,2,123.0,11,17,4,2,0,0,3,1
9,3,149.0,9,15,4,1,0,3,0,1
88,0,80.75,5,2,3,2,1,0,0,1
17,0,98.39,12,3,4,4,2,0,0,1
22,1,95.0,11,19,4,3,0,0,0,1
0,1,89.0,3,4,4,1,0,3,0,1
0,0,70.03,4,19,4,3,0,0,3,1
5,2,177.0,5,3,4,2,0,0,3,1
148,0,90.9,8,22,4,4,1,3,0,0
91,0,65.0,9,14,2,2,0,0,0,1
5,0,111.0,12,29,4,1,0,0,0,1
11,2,65.0,11,4,2,2,0,0,3,1
8,0,110.0,10,28,0,2,0,0,3,1
103,0,95.0,5,4,4,3,0,0,0,0
76,1,76.5,3,18,4,2,0,3,0,1
228,0,93.3,10,30,4,1,2,0,0,0
163,1,73.37,4,9,4,5,2,0,0,1
86,1,107.95,4,17,4,2,2,0,3,1
137,2,117.3,12,24,4,3,2,1,0,1
147,1,174.0,3,24,4,3,0,0,5,1
16,1,130.0,8,1,4,0,1,0,0,1
33,2,105.3,10,19,4,1,1,0,3,1
45,1,139.5,10,7,4,2,2,0,3,0
109,0,80.75,10,23,3,1,2,0,0,0
5,0,90.0,10,19,2,1,1,0,5,1
12,0,145.0,7,10,4,1,2,0,0,0
48,0,159.3,5,6,4,2,1,0,3,1
16,0,170.0,11,9,3,1,0,0,0,1
35,0,108.9,10,16,4,2,1,0,0,1
48,1,168.3,8,24,4,4,0,0,3,1
88,0,108.0,10,10,4,3,1,3,0,0
130,0,79.2,11,12,4,1,1,3,0,0
7,1,111.4,11,6,4,4,2,0,0,1
20,0,81.0,1,22,4,1,0,0,0,1
16,2,166.0,7,1,4,2,0,0,3,1
18,1,158.0,12,30,4,1,0,0,0,1
66,0,141.3,7,27,4,4,1,0,3,1
249,0,184.65,12,27,3,5,0,0,0,1
33,2,161.1,7,17,4,3,2,0,3,1
45,1,94.5,9,3,4,2,0,0,0,1
128,1,103.5,8,9,4,5,0,3,0,1
0,2,155.0,10,19,4,0,1,0,3,1
217,1,46.63,12,5,4,7,3,3,0,1
30,1,119.1,7,15,4,4,2,3,0,1
0,0,120.0,10,13,4,1,0,3,0,1
62,0,140.4,4,30,4,1,1,0,3,0
24,1,130.0,2,27,4,1,0,0,3,1
22,1,165.0,5,21,4,1,0,0,3,1
37,1,175.5,10,15,4,1,1,0,3,1
77,1,140.4,8,3,4,5,2,0,3,1
165,2,99.45,7,21,4,3,2,0,0,1
8,2,90.0,8,13,4,3,0,0,0,1
135,3,76.5,8,1,4,3,2,0,0,1
129,1,121.5,5,13,4,2,1,0,3,1
91,1,105.3,7,23,4,3,2,0,0,1
130,0,61.25,2,20,4,1,0,0,1,0
11,0,75.0,8,18,2,2,0,0,0,0
111,1,72.25,12,3,4,3,2,0,0,0
0,2,196.0,10,7,4,3,0,0,5,1
239,0,128.7,10,28,4,2,0,0,0,0
36,0,159.3,5,14,4,1,1,0,3,0
27,0,135.87,5,20,4,4,2,0,3,0
35,1,125.1,8,10,4,1,0,3,0,0
55,0,207.9,9,20,4,3,0,0,5,0
62,1,139.5,10,29,4,1,0,3,5,1
0,0,80.0,8,23,4,0,1,0,0,1
3,1,118.0,6,8,4,2,0,3,0,1
8,0,77.92,12,27,4,1,2,3,0,1
8,1,151.0,7,13,4,3,0,0,0,0
70,0,75.0,11,25,3,2,0,0,0,1
4,0,95.0,4,19,0,2,0,0,0,1
280,2,78.3,12,6,4,3,0,0,0,0
113,0,72.25,7,14,3,3,1,0,0,1
32,0,147.9,12,2,4,2,2,0,5,0
69,0,72.25,4,10,3,0,1,3,0,1
33,1,78.2,11,12,3,2,2,0,3,1
114,0,140.4,6,2,4,3,0,0,3,0
4,1,0.0,10,1,1,1,0,0,4,1
86,0,122.0,12,8,4,3,0,0,0,0
15,0,80.46,10,1,4,3,1,0,0,1
37,1,108.11,5,21,4,1,0,0,3,1
1,1,148.0,8,30,4,2,0,0,0,1
188,0,168.3,7,7,4,2,0,0,5,0
268,1,96.25,8,6,4,1,1,0,1,1
124,0,114.3,8,8,4,4,1,0,0,0
53,1,116.1,5,30,4,2,1,3,0,1
110,0,63.75,8,14,3,1,2,3,0,1
145,0,115.32,8,15,4,2,1,0,1,1
61,0,68.85,7,8,4,8,2,0,0,0
22,0,58.0,12,25,3,2,0,0,0,1
15,1,84.0,8,13,2,1,1,0,0,1
22,0,75.0,8,21,3,1,0,0,0,1
6,2,162.33,9,18,4,1,2,0,0,1
6,0,79.0,2,26,4,2,0,3,0,0
32,0,81.9,3,13,4,2,2,0,0,1
116,1,184.24,6,26,4,2,2,0,1,0
18,1,116.75,9,11,4,2,2,0,0,0
66,0,150.45,5,1,4,2,2,0,3,1
0,0,44.6,4,3,4,1,2,0,3,0
1,2,145.0,10,9,4,2,2,0,0,1
97,1,117.9,8,8,4,4,1,0,0,1
0,0,170.0,9,29,4,1,0,0,0,1
99,0,112.05,7,9,4,2,2,0,0,0
148,0,74.8,11,16,4,4,0,3,0,0
3,0,110.0,9,19,0,3,1,0,3,1
6,0,96.4,8,21,4,3,2,0,0,1
26,2,90.0,10,19,3,3,1,0,3,1
16,1,89.89,12,3,4,2,2,0,0,1
15,0,66.0,12,27,4,1,2,3,0,1
8,0,154.0,12,8,4,1,0,0,3,1
73,1,84.3,3,17,4,3,0,0,0,0
74,0,55.9,7,27,4,7,3,0,0,1
98,2,102.56,8,14,4,1,2,0,3,1
10,0,149.0,10,2,4,1,2,0,0,1
104,1,116.1,5,23,4,1,1,3,0,1
52,0,60.0,11,9,3,3,1,0,3,1
80,0,73.95,3,15,4,4,0,0,0,0
128,0,81.25,7,7,3,3,2,0,0,1
169,0,137.7,8,22,4,1,1,0,0,0
4,1,139.0,8,6,4,1,0,3,0,1
275,2,82.45,12,28,4,4,0,0,0,1
13,1,64.0,12,6,3,0,2,0,0,1
254,1,100.3,9,29,4,3,1,0,0,0
58,2,115.04,9,27,4,2,0,0,3,1
81,0,65.0,3,25,3,2,1,0,0,1
7,2,296.0,5,19,4,2,0,0,6,1
137,0,75.9,11,14,4,3,1,3,0,0
19,1,89.89,12,6,4,4,0,0,0,1
79,0,119.07,10,12,4,2,0,0,3,0
228,2,115.6,10,5,4,4,2,0,3,0
183,0,187.5,8,16,4,5,0,1,3,0
20,0,139.0,4,9,4,1,1,0,3,0
0,0,66.42,8,2,4,1,0,3,0,1
7,0,88.4,12,13,4,10,4,0,0,1
101,1,92.83,7,23,4,5,2,3,0,1
5,1,143.5,4,2,4,1,0,0,3,0
69,3,140.4,5,7,4,1,2,0,3,1
22,2,159.0,9,24,4,4,2,0,3,1
2,1,104.72,5,29,4,0,2,0,3,1
184,1,139.5,8,17,4,1,0,1,0,0
60,0,110.5,4,18,4,4,1,0,3,1
6,1,103.15,9,13,4,3,2,0,3,1
115,0,64.75,2,27,3,6,2,0,0,0
144,0,97.75,7,6,4,4,0,3,0,0
101,1,105.3,6,27,4,1,1,0,0,1
63,2,144.5,4,13,4,4,0,1,3,0
67,2,130.4,12,5,4,1,2,3,0,1
12,0,122.33,4,27,4,3,0,3,0,1
20,1,89.0,4,7,4,2,0,3,0,1
245,0,80.75,9,28,3,4,0,0,0,1
27,1,97.92,10,13,4,4,0,0,0,1
49,3,94.32,9,3,4,3,2,3,0,1
57,0,140.13,9,7,4,3,0,0,3,1
206,4,102.85,10,4,4,4,0,0,0,1
104,0,76.5,4,15,4,2,2,0,0,0
26,1,110.0,8,31,4,2,0,3,0,1
128,1,96.3,7,2,4,1,2,0,0,1
3,0,139.0,3,25,4,2,0,3,0,1
2,1,80.0,1,19,4,4,0,3,0,1
213,0,80.75,8,8,4,3,1,3,0,0
359,3,78.0,10,14,3,3,2,0,0,1
14,0,103.84,10,24,3,3,2,0,0,1
83,1,92.0,11,3,4,3,1,0,3,1
0,1,164.0,10,9,4,1,0,0,0,1
19,1,134.0,9,17,4,1,1,3,0,0
66,0,72.25,8,29,3,1,1,0,0,1
92,1,103.5,6,30,4,3,1,3,0,1
43,1,166.5,10,21,4,4,2,0,5,1
166,0,89.25,8,5,4,5,2,3,0,0
31,1,152.81,9,7,4,4,0,0,5,0
59,2,89.25,10,8,4,3,2,0,0,1
108,2,127.8,8,8,4,4,1,0,3,1
153,0,102.3,6,8,4,3,0,0,0,0
11,1,89.0,1,21,4,3,1,0,0,1
113,1,108.0,10,13,4,1,0,3,0,0
136,0,107.95,8,7,4,5,2,0,0,0
98,1,85.5,6,23,4,1,0,3,0,0
184,0,137.28,9,22,4,3,2,0,3,0
3,1,135.0,10,16,4,2,2,3,0,1
88,1,85.0,9,3,3,5,2,0,0,1
110,1,96.3,4,27,4,3,0,0,0,1
60,1,76.58,4,11,4,3,1,0,0,1
24,1,139.0,8,21,4,0,1,3,0,0
100,2,63.75,12,12,4,1,2,0,0,1
2,1,108.0,12,24,4,1,0,0,3,1
10,1,87.78,10,4,4,0,1,3,0,1
2,0,65.0,12,9,2,1,0,0,0,1
2,0,77.0,11,23,2,3,0,0,0,0
23,2,148.0,12,30,4,2,0,0,3,1
64,1,162.4,11,18,4,2,1,0,5,1
30,1,76.08,11,17,4,3,0,0,0,1
89,1,159.3,4,30,4,1,2,0,3,0
5,0,84.0,6,14,3,1,0,0,0,1
105,0,110.0,10,12,4,2,1,1,0,0
186,0,64.56,11,24,4,3,0,0,0,0
1,0,65.0,11,19,2,1,0,0,0,1
2,0,69.0,2,25,3,1,0,0,0,1
72,1,104.4,3,14,4,2,1,0,3,1
57,1,103.8,10,30,4,1,2,0,0,1
234,0,105.04,9,12,4,5,2,0,0,0
10,0,58.0,12,11,3,3,2,0,0,1
59,0,80.0,1,28,3,1,0,0,0,1
11,1,0.0,12,11,1,2,0,0,1,1
36,1,88.4,12,22,4,3,2,0,0,1
2,1,127.0,2,7,4,0,1,0,3,1
39,0,126.9,5,7,4,1,0,0,0,0
40,1,95.48,10,3,4,4,1,0,3,1
28,2,156.0,5,20,4,1,0,0,3,1
153,1,99.45,7,23,4,2,2,0,0,1
4,1,92.43,12,26,4,5,2,0,3,1
5,3,120.0,11,21,4,0,1,0,0,1
201,1,106.2,5,1,4,1,2,0,0,0
43,1,82.72,12,16,4,3,2,3,0,1
98,0,71.4,9,21,3,3,1,0,0,0
2,0,205.0,10,10,4,1,1,0,5,0
1,1,65.0,2,3,2,1,0,0,0,1
105,1,107.1,8,6,4,1,1,3,0,1
14,2,215.5,3,24,4,1,0,1,0,1
20,2,104.0,11,14,4,2,1,0,0,1
184,1,164.25,8,17,4,1,0,1,0,0
44,1,66.5,2,8,4,3,1,0,1,0
2,1,129.0,5,13,4,1,0,3,0,1
4,3,191.0,4,11,4,2,1,0,5,1
88,0,87.3,4,2,4,1,2,0,0,0
6,1,123.0,1,2,4,1,1,0,3,1
21,1,124.0,9,21,4,1,1,0,0,1
68,0,61.5,3,23,3,4,2,0,0,1
44,0,75.43,2,23,4,5,0,0,1,0
35,0,137.7,4,22,4,1,0,0,3,1
49,1,158.4,10,15,4,1,2,0,3,0
163,1,112.0,7,14,3,3,0,0,0,0
46,2,163.8,5,16,4,1,1,0,3,1
52,3,94.5,10,23,4,2,1,0,0,1
281,0,126.3,10,3,4,3,1,0,3,0
36,0,126.0,9,5,4,0,1,0,0,0
89,0,96.3,4,12,4,3,0,0,0,1
13,1,130.5,10,29,4,2,2,0,0,0
38,2,99.9,6,20,4,3,1,0,0,1
3,1,37.5,12,21,3,1,1,0,1,1
53,1,119.7,6,30,4,2,0,0,0,1
53,1,118.8,4,21,4,3,0,0,3,1
259,1,73.95,12,7,4,4,0,0,0,1
177,2,76.5,8,19,4,4,0,0,0,1
4,1,65.0,11,21,2,2,1,0,0,1
81,0,75.0,12,16,3,2,1,0,0,1
6,0,85.0,4,3,3,2,2,3,0,1
3,1,130.0,6,28,4,2,0,0,0,1
174,1,99.45,7,26,4,6,2,0,0,1
26,0,153.0,4,10,4,2,2,0,3,0
3,1,96.8,5,12,3,3,2,3,0,1
1,1,88.0,6,13,4,0,1,3,0,1
53,2,79.2,11,11,4,2,0,3,0,1
21,0,123.5,8,28,4,4,2,0,0,1
3,0,87.7,11,8,4,3,2,0,1,1
49,1,192.6,9,19,4,3,1,1,3,0
33,0,126.9,5,2,4,1,1,0,0,0
180,1,130.05,8,10,4,4,0,0,3,0
129,1,146.7,8,11,4,3,2,0,3,1
34,1,75.54,5,22,4,0,1,3,0,1
94,1,65.84,11,13,4,4,2,0,0,1
17,2,151.0,6,30,4,7,2,0,0,1
54,1,109.8,8,29,4,4,1,0,0,1
0,0,65.0,1,18,2,1,1,0,0,1
13,0,90.0,5,9,3,2,1,0,0,1
15,1,47.33,12,27,3,3,0,0,0,1
110,1,114.3,7,8,4,2,1,0,0,1
193,1,99.45,8,18,4,3,1,0,0,1
9,2,85.6,12,5,4,1,2,0,0,1
38,1,78.3,1,14,4,3,0,0,0,1
136,0,131.75,7,13,4,5,2,1,0,1
21,0,105.0,9,1,4,4,0,0,0,1
58,2,198.0,10,21,4,2,1,0,5,1
17,0,84.0,9,14,3,2,1,0,0,1
2,0,67.0,5,11,2,1,0,0,0,1
228,0,72.22,5,6,4,2,1,0,0,0
192,0,19.15,9,25,3,3,2,0,0,0
36,2,88.4,12,21,4,4,1,0,0,1
9,1,120.0,10,19,4,3,1,0,0,1
132,0,121.37,7,31,4,5,2,0,3,0
50,1,90.0,11,13,3,2,1,0,3,1
157,0,107.29,7,16,4,4,2,1,0,0
33,1,89.78,10,6,4,4,0,0,0,0
271,0,85.67,9,21,3,3,0,0,0,1
166,1,122.4,10,3,4,3,1,0,3,0
31,0,126.9,3,23,4,1,0,0,0,0
29,1,79.75,1,31,4,4,2,0,0,1
185,2,85.0,3,27,4,1,2,0,0,1
195,1,99.0,8,7,4,1,2,3,0,0
20,0,68.53,9,11,4,0,1,3,0,0
27,0,132.24,6,12,4,6,4,0,3,0
72,0,115.5,4,24,4,1,2,0,0,0
57,0,72.47,12,25,4,5,2,0,0,1
107,1,86.72,6,20,4,3,1,0,0,1
65,0,100.0,10,2,3,2,0,0,0,1
0,0,134.0,7,24,4,0,2,3,0,1
94,0,105.3,7,14,4,3,0,0,0,0
11,0,143.2,10,7,3,1,0,0,0,1
14,0,80.0,11,28,3,2,1,0,0,1
3,0,148.13,9,19,2,0,1,0,0,1
79,0,95.0,6,24,3,2,0,0,0,1
149,0,118.8,8,20,4,1,2,0,3,0
38,1,88.0,11,3,4,2,0,3,0,0
6,1,128.0,10,27,4,3,2,3,0,1
75,0,168.3,8,13,4,1,2,0,3,0
6,0,80.0,3,7,2,1,1,0,0,1
30,2,109.8,8,30,4,4,0,0,0,1
108,2,138.55,7,6,4,4,1,0,3,1
46,1,134.1,6,29,4,2,0,0,0,1
81,0,116.1,5,7,4,1,2,3,0,1
124,0,104.4,10,25,4,3,0,0,3,0
2,1,198.28,10,19,4,3,0,0,5,1
176,0,90.95,7,12,4,4,0,0,0,0
52,0,77.76,11,5,4,1,1,0,0,1
15,2,117.0,8,30,4,2,0,0,0,1
4,1,95.0,9,28,2,2,1,0,0,1
0,0,74.69,11,15,4,0,1,0,0,1
100,1,72.25,4,18,4,3,1,3,0,1
8,1,89.0,10,20,2,1,0,0,0,1
36,0,60.0,1,14,3,3,0,0,0,1
0,0,81.0,1,21,4,1,0,3,0,1
32,0,79.2,12,24,4,1,1,3,0,0
71,2,79.2,11,25,4,2,0,3,0,1
21,1,96.0,12,24,4,1,2,0,0,1
111,0,127.8,8,11,4,2,0,0,3,1
43,3,124.1,11,1,4,4,0,1,0,1
8,1,90.0,8,27,4,1,0,0,0,1
19,0,147.71,11,5,4,5,2,0,4,1
6,0,118.0,3,11,4,2,0,0,0,0
21,0,105.0,9,2,4,2,0,0,0,0
3,0,110.0,10,27,0,2,0,0,3,1
26,2,100.0,11,2,4,3,0,3,0,1
0,2,152.0,9,9,4,3,0,0,0,1
233,0,100.3,6,23,4,3,1,3,0,0
13,1,134.0,9,12,4,0,1,0,3,1
2,1,200.0,9,19,4,1,0,0,3,1
50,1,76.92,6,22,4,1,0,0,0,1
18,1,109.0,1,2,4,1,0,0,0,1
5,0,75.0,8,12,3,1,0,0,0,1
73,1,82.45,3,29,4,4,0,0,0,1
18,0,129.0,4,13,2,1,0,0,0,1
95,0,107.1,8,1,4,2,1,3,0,0
9,1,86.0,2,10,4,1,0,0,0,1
37,1,117.6,3,24,4,3,0,0,0,1
13,2,107.0,12,6,4,0,2,0,0,1
7,1,134.0,4,16,4,1,1,0,0,1
84,1,231.0,12,8,4,3,0,1,5,1
21,1,58.65,9,10,3,3,1,0,0,1
6,0,95.0,6,23,4,1,0,0,0,0
92,1,187.85,6,1,4,4,0,0,5,1
9,1,95.2,12,28,4,4,0,3,0,1
93,2,72.25,12,3,4,3,1,0,0,1
124,0,97.55,6,30,4,2,0,0,1,1
35,0,108.9,5,22,4,2,2,0,0,1
0,0,124.0,8,11,4,2,0,0,0,1
207,0,80.75,6,10,3,2,1,0,0,1
120,1,72.25,12,29,4,2,0,0,0,1
8,1,171.0,8,8,4,0,1,0,0,1
7,1,145.0,10,15,4,2,0,0,3,1
1,0,75.0,11,29,3,1,0,0,0,1
63,0,68.0,7,2,4,3,1,0,0,0
2,1,146.0,4,27,4,2,0,0,3,1
121,0,95.81,6,26,4,5,2,0,0,1
13,2,153.0,8,27,4,1,0,0,5,1
48,0,233.1,8,30,4,4,0,1,5,0
